Date,Open,High,Low,Close,Adj Close,Volume,log_return,Direction,MA_50
2016-01-04,103.12999725341795,103.66999816894533,102.48999786376952,102.88999938964844,102.88999938964844,6440000,,0,
2016-01-05,103.12999725341795,103.45999908447266,102.93000030517578,103.18000030517578,103.18000030517578,3500300,0.00281458831856644,1,
2016-01-06,104.37000274658205,104.8000030517578,103.93000030517578,104.66999816894533,104.66999816894533,9316600,0.01433748759898985,1,
2016-01-07,105.83000183105467,106.23999786376952,105.19000244140624,106.1500015258789,106.1500015258789,11730400,0.014040676150810918,1,
2016-01-08,105.4800033569336,105.8000030517578,105.04000091552734,105.68000030517578,105.68000030517578,7678200,-0.0044375394222030354,0,
2016-01-11,105.47000122070312,105.56999969482422,104.70999908447266,104.73999786376952,104.73999786376952,6272400,-0.00893459464601846,0,
2016-01-12,104.08999633789062,104.58999633789062,103.6500015258789,104.20999908447266,104.20999908447266,5540200,-0.0050729832368575836,0,
2016-01-13,103.88999938964844,104.81999969482422,103.77999877929688,104.72000122070312,104.72000122070312,7324200,0.004882048039545079,1,
2016-01-14,103.75,104.18000030517578,102.5,103.0199966430664,103.0199966430664,9989100,-0.016367021706295802,0,
2016-01-15,104.91999816894533,104.95999908447266,103.97000122070312,104.08000183105467,104.08000183105467,10052700,0.01023674024483405,1,
2016-01-19,104.05999755859376,104.4499969482422,103.6500015258789,103.9800033569336,103.9800033569336,4588400,-0.0009612465570263375,0,
2016-01-20,105.16999816894533,106.16000366210938,104.94000244140624,105.37000274658205,105.37000274658205,10120900,0.013279386437522923,1,
2016-01-21,104.98999786376952,105.48999786376952,104.5199966430664,105.48999786376952,105.48999786376952,5425000,0.0011381497656593284,1,
2016-01-22,104.93000030517578,105.51000213623048,104.76000213623048,105.0,105.0,4185300,-0.004655791285644161,0,
2016-01-25,105.76000213623048,106.08999633789062,105.5999984741211,106.08000183105467,106.08000183105467,6819400,0.010233193541102218,1,
2016-01-26,106.31999969482422,107.43000030517578,106.26000213623048,107.29000091552734,107.29000091552734,8443400,0.011341913483232153,1,
2016-01-27,106.86000061035156,107.93000030517578,106.6500015258789,107.69000244140624,107.69000244140624,8273400,0.0037212948296180895,1,
2016-01-28,106.5500030517578,106.86000061035156,106.4800033569336,106.54000091552734,106.54000091552734,5914200,-0.010736241929349487,0,
2016-01-29,106.61000061035156,107.0,106.26000213623048,106.9499969482422,106.9499969482422,8098700,0.0038408969118531094,1,
2016-02-01,107.54000091552734,108.1500015258789,107.52999877929688,108.0500030517578,108.0500030517578,10471800,0.010232704202855976,1,
2016-02-02,107.91999816894533,108.18000030517578,107.3499984741211,108.08999633789062,108.08999633789062,6656000,0.00037006835108891606,1,
2016-02-03,107.91000366210938,109.58000183105467,107.9000015258789,109.25,109.25,15785200,0.010674654427775114,1,
2016-02-04,110.4499969482422,110.6999969482422,109.91999816894533,110.56999969482422,110.56999969482422,13213700,0.012009967818587527,1,
2016-02-05,109.79000091552734,112.3499984741211,109.58000183105467,112.31999969482422,112.31999969482422,14777300,0.015703135766193033,1,
2016-02-09,114.43000030517578,114.69000244140624,113.5500030517578,113.58000183105467,113.58000183105467,18156700,0.011155513010083423,1,
2016-02-10,113.91999816894533,114.5199966430664,112.9800033569336,114.45999908447266,114.45999908447266,13311100,0.007717958411726319,1,
2016-02-12,118.12000274658205,118.73999786376952,117.87999725341795,118.36000061035156,118.36000061035156,16981200,0.03350542370645742,1,
2016-02-16,116.0,116.30999755859376,114.73999786376952,114.7699966430664,114.7699966430664,14601700,-0.030800736245396157,0,
2016-02-17,115.47000122070312,116.06999969482422,114.88999938964844,115.4800033569336,115.4800033569336,10582400,0.006167287420776475,1,
2016-02-18,115.3000030517578,118.5999984741211,115.29000091552734,118.29000091552734,118.29000091552734,13586500,0.024041860433202913,1,
2016-02-19,117.26000213623048,117.97000122070312,117.0999984741211,117.58000183105467,117.58000183105467,15192000,-0.006020275750380557,0,
2016-02-22,115.44000244140624,116.19000244140624,115.41000366210938,115.48999786376952,115.48999786376952,10677800,-0.01793504091705753,0,
2016-02-23,116.68000030517578,117.41999816894533,116.5199966430664,117.22000122070312,117.22000122070312,9033400,0.014868593832169272,1,
2016-02-24,119.0,119.86000061035156,117.3499984741211,117.61000061035156,117.61000061035156,17938800,0.003321549590506587,1,
2016-02-25,117.62000274658205,118.91000366210938,117.54000091552734,117.91999816894533,117.91999816894533,12500300,0.002632341860518264,1,
2016-02-26,117.43000030517578,117.72000122070312,115.86000061035156,117.11000061035156,117.11000061035156,12505100,-0.00689274364726045,0,
2016-02-29,117.58999633789062,118.6999969482422,117.52999877929688,118.63999938964844,118.63999938964844,11517500,0.012980023419282503,1,
2016-03-01,118.73999786376952,119.11000061035156,117.33999633789062,117.7699966430664,117.7699966430664,14139300,-0.007360151335800538,0,
2016-03-02,118.33999633789062,118.97000122070312,118.06999969482422,118.68000030517578,118.68000030517578,8903000,0.007697256644730053,1,
2016-03-03,118.86000061035156,121.3000030517578,118.80999755859376,120.7300033569336,120.7300033569336,18724100,0.017125877155555313,1,
2016-03-04,121.12999725341795,122.37000274658205,120.22000122070312,120.54000091552734,120.54000091552734,16261100,-0.0015750194994792542,0,
2016-03-07,121.18000030517578,121.58000183105467,120.41000366210938,121.13999938964844,121.13999938964844,9358600,0.004965240864288737,1,
