Date,Open,High,Low,Close,Adj Close,Volume,log_return,Direction,MA_50
2016-01-04,109.4499969482422,109.5999984741211,108.12000274658205,109.5,103.37974548339844,50807600,,0,
2016-01-05,110.04000091552734,110.18000030517578,108.8000030517578,109.30999755859376,103.20036315917967,38795200,-0.0017366892855132671,0,
2016-01-06,107.41000366210938,108.88999938964844,107.41000366210938,108.26000213623048,102.20905303955078,41891100,-0.009652098869802587,0,
2016-01-07,105.9499969482422,107.29000091552734,104.80999755859376,104.87000274658205,99.0085220336914,61386300,-0.031814247064575814,0,
2016-01-08,105.62999725341795,106.29000091552734,103.9000015258789,104.01000213623048,98.19659423828124,69344000,-0.008234445132919432,0,
2016-01-11,104.75,105.05999755859376,102.7300033569336,104.33000183105467,98.49871826171876,50024100,0.0030719011267389116,1,
2016-01-12,105.33000183105467,106.08000183105467,104.08000183105467,105.54000091552734,99.64109802246094,46734200,0.011531066621733638,1,
2016-01-13,105.97000122070312,106.2300033569336,101.73999786376952,101.9000015258789,96.20452117919922,69870700,-0.03509808144926023,0,
2016-01-14,102.3000030517578,104.9800033569336,100.66999816894533,104.06999969482422,98.25325012207033,78445700,0.02107179151440236,1,
2016-01-15,100.62000274658205,101.94000244140624,99.51000213623048,100.83999633789062,95.20376586914062,91443900,-0.0315286807136799,0,
2016-01-19,102.20999908447266,102.37000274658205,99.87999725341795,101.05999755859376,95.41146850585938,56563800,0.002179309702095127,1,
2016-01-20,99.47000122070312,101.83000183105467,97.25,100.75,95.11882019042967,86675000,-0.0030721748789821757,0,
2016-01-21,101.18000030517578,102.3499984741211,99.81999969482422,100.8499984741211,95.21320343017578,61660100,0.000992048443245701,1,
2016-01-22,102.87999725341795,103.80999755859376,102.52999877929688,103.7699966430664,97.9700164794922,42229800,0.028542629997398015,1,
2016-01-25,103.4000015258789,103.98999786376952,102.13999938964844,102.2300033569336,96.51609802246094,38881500,-0.014951669661444716,0,
2016-01-26,102.66000366210938,103.58999633789062,101.76000213623048,103.1500015258789,97.38467407226562,36143900,0.008959044704084719,1,
2016-01-27,102.5500030517578,102.98999786376952,100.1500015258789,100.58000183105467,94.95831298828124,54524700,-0.02523080536129957,0,
2016-01-28,102.25,102.29000091552734,100.26000213623048,102.0,96.29893493652344,47641500,0.014019364335494477,1,
2016-01-29,101.97000122070312,104.16999816894533,101.94000244140624,104.12999725341795,98.30989837646484,54245100,0.02066727888106099,1,
2016-02-01,103.62999725341795,104.8000030517578,103.2300033569336,104.41000366210938,98.57423400878906,32750300,0.0026853992110027233,1,
2016-02-02,103.93000030517578,103.97000122070312,101.83999633789062,102.1500015258789,96.44055938720705,44928100,-0.021883155175073762,0,
2016-02-03,102.83000183105467,102.83000183105467,99.87999725341795,101.66000366210938,95.97794342041016,61572900,-0.0048083881593950755,0,
2016-02-04,101.38999938964844,102.45999908447266,100.44000244140624,101.6500015258789,95.968505859375,49321600,-9.839295640457899e-05,0,
2016-02-05,101.29000091552734,101.33000183105467,97.72000122070312,98.12000274658205,92.63581085205078,70749900,-0.03534430770310175,0,
2016-02-08,96.29000091552734,97.0500030517578,94.83999633789062,96.62000274658205,91.2196273803711,91673100,-0.01540545982945845,0,
2016-02-09,95.33000183105467,97.77999877929688,95.18000030517578,96.31999969482422,90.93640899658205,73778400,-0.0031098091607434653,0,
2016-02-10,97.43000030517578,98.69000244140624,96.62000274658205,96.69000244140624,91.2857437133789,59421700,0.0038340313531299306,1,
2016-02-11,95.45999908447266,97.31999969482422,95.19000244140624,96.5500030517578,91.153564453125,76839200,-0.0014489692627087775,0,
2016-02-12,97.63999938964844,98.12000274658205,96.7300033569336,98.0199966430664,92.54139709472656,49186500,0.01511046475138688,1,
2016-02-16,99.47000122070312,100.2300033569336,98.8499984741211,100.2300033569336,94.6278839111328,40565900,0.02229607329511222,1,
2016-02-17,100.95999908447266,102.63999938964844,100.6999969482422,102.5,96.77100372314452,41766500,0.02239522004938496,1,
2016-02-18,102.81999969482422,102.83999633789062,101.1999969482422,101.33000183105467,95.6663818359375,38991500,-0.011480263048024006,0,
2016-02-19,100.83999633789062,101.94000244140624,100.62000274658205,101.62999725341795,95.94961547851562,28257900,0.002956204593927921,1,
2016-02-22,102.58000183105467,103.37999725341795,102.4800033569336,103.27999877929688,97.50739288330078,23979100,0.016104994594663927,1,
2016-02-23,102.68000030517578,102.95999908447266,101.51000213623048,101.58000183105467,95.90240478515624,29869700,-0.01659705132019184,0,
2016-02-24,100.38999938964844,102.68000030517578,99.7699966430664,102.5500030517578,96.81819152832033,40739100,0.009503830878280765,1,
2016-02-25,102.76000213623048,103.55999755859376,101.83999633789062,103.55999755859376,97.7717514038086,29389300,0.009800617031417635,1,
