Date,Open,High,Low,Close,Adj Close,Volume,Sector,Ticker
2016-01-04,26.170000076293945,26.360000610351562,25.9950008392334,26.360000610351562,24.340795516967773,5739200,Technology,SMH
2016-01-05,26.360000610351562,26.43000030517578,26.06999969482422,26.114999771118164,24.11456298828125,6894800,Technology,SMH
2016-01-06,25.645000457763672,25.69499969482422,25.21500015258789,25.440000534057617,23.491268157958984,6245200,Technology,SMH
2016-01-07,24.850000381469727,25.209999084472656,24.625,24.655000686645508,22.766401290893555,9856200,Technology,SMH
2016-01-08,24.729999542236328,24.899999618530273,24.264999389648438,24.264999389648438,22.406272888183594,6364600,Technology,SMH
2016-01-11,24.56999969482422,24.68000030517578,24.139999389648438,24.485000610351562,22.609420776367188,6564400,Technology,SMH
2016-01-12,24.825000762939453,24.889999389648438,24.344999313354492,24.69499969482422,22.803335189819336,9614000,Technology,SMH
2016-01-13,24.579999923706055,24.885000228881836,23.940000534057617,23.969999313354492,22.13387107849121,10653400,Technology,SMH
2016-01-14,24.065000534057617,24.725000381469727,23.854999542236328,24.604999542236328,22.720232009887695,9039800,Technology,SMH
2016-01-15,23.395000457763672,23.68000030517578,23.06999969482422,23.350000381469727,21.56136703491211,10587000,Technology,SMH
2016-01-19,23.704999923706055,23.885000228881836,23.30500030517578,23.5049991607666,21.704490661621094,15148600,Technology,SMH
2016-01-20,23.21500015258789,23.795000076293945,23.0049991607666,23.565000534057617,21.759897232055664,10765000,Technology,SMH
2016-01-21,23.829999923706055,24.165000915527344,23.4950008392334,23.889999389648438,22.059999465942383,8607200,Technology,SMH
2016-01-22,24.360000610351562,24.485000610351562,24.18000030517578,24.344999313354492,22.480144500732422,8001200,Technology,SMH
2016-01-25,24.299999237060547,24.3799991607666,24.030000686645508,24.06999969482422,22.226211547851562,4509600,Technology,SMH
2016-01-26,24.190000534057617,24.440000534057617,24.075000762939453,24.274999618530273,22.415508270263672,7913600,Technology,SMH
2016-01-27,24.204999923706055,24.43000030517578,23.899999618530273,24.0049991607666,22.16619110107422,7428600,Technology,SMH
2016-01-28,24.114999771118164,24.18000030517578,23.764999389648438,23.8799991607666,22.050765991210938,6481600,Technology,SMH
2016-01-29,24.290000915527344,24.899999618530273,24.110000610351562,24.860000610351562,22.955699920654297,11275000,Technology,SMH
2016-02-01,24.649999618530273,25.114999771118164,24.649999618530273,24.969999313354492,23.05727195739746,4788200,Technology,SMH
2016-02-02,24.69499969482422,24.809999465942383,24.184999465942383,24.28499984741211,22.424741744995117,9225400,Technology,SMH
2016-02-03,24.485000610351562,24.549999237060547,23.84000015258789,24.31999969482422,22.457059860229492,16536000,Technology,SMH
2016-02-04,24.389999389648438,24.899999618530273,24.315000534057617,24.790000915527344,22.891061782836914,5473200,Technology,SMH
2016-02-05,24.645000457763672,24.674999237060547,23.834999084472656,23.924999237060547,22.09231948852539,10674000,Technology,SMH
2016-02-08,23.510000228881836,23.56999969482422,23.03499984741211,23.415000915527344,21.621387481689453,11078000,Technology,SMH
2016-02-09,23.049999237060547,23.645000457763672,23.040000915527344,23.315000534057617,21.529043197631836,6885000,Technology,SMH
2016-02-10,23.43000030517578,23.56999969482422,22.959999084472656,22.979999542236328,21.219707489013672,4779600,Technology,SMH
2016-02-11,22.635000228881836,22.93000030517578,22.514999389648438,22.815000534057617,21.067346572875977,8039000,Technology,SMH
2016-02-12,23.299999237060547,23.299999237060547,22.725000381469727,23.264999389648438,21.48287582397461,4430800,Technology,SMH
2016-02-16,24.30500030517578,24.30500030517578,23.565000534057617,24.05500030517578,22.212360382080078,8423800,Technology,SMH
2016-02-17,24.209999084472656,24.655000686645508,24.1299991607666,24.6299991607666,22.743314743041992,4024400,Technology,SMH
2016-02-18,24.809999465942383,24.825000762939453,24.524999618530273,24.530000686645508,22.650978088378906,2861200,Technology,SMH
2016-02-19,24.610000610351562,24.774999618530273,24.469999313354492,24.575000762939453,22.692529678344727,5254600,Technology,SMH
2016-02-22,24.834999084472656,25.079999923706055,24.825000762939453,24.975000381469727,23.061885833740234,5169400,Technology,SMH
2016-02-23,24.774999618530273,24.895000457763672,24.510000228881836,24.55500030517578,22.67405891418457,3320400,Technology,SMH
2016-02-24,24.229999542236328,24.915000915527344,24.135000228881836,24.8700008392334,22.964933395385742,6106000,Technology,SMH
2016-02-25,24.979999542236328,25.15999984741211,24.674999237060547,25.15999984741211,23.232717514038086,2591600,Technology,SMH
2016-02-26,25.309999465942383,25.415000915527344,25.200000762939453,25.299999237060547,23.36199188232422,4801400,Technology,SMH
2016-02-29,25.309999465942383,25.614999771118164,25.204999923706055,25.21500015258789,23.28350067138672,4661400,Technology,SMH
2016-03-01,25.55500030517578,25.989999771118164,25.475000381469727,25.989999771118164,23.9991397857666,3944600,Technology,SMH
2016-03-02,25.924999237060547,26.125,25.864999771118164,26.125,24.123796463012695,2565200,Technology,SMH
2016-03-03,26.204999923706055,26.25,26.014999389648438,26.184999465942383,24.17919921875,3599600,Technology,SMH
2016-03-04,26.28499984741211,26.575000762939453,26.09000015258789,26.354999542236328,24.336177825927734,6209800,Technology,SMH
2016-03-07,26.190000534057617,26.55500030517578,26.09000015258789,26.454999923706055,24.428516387939453,6493000,Technology,SMH
2016-03-08,26.25,26.354999542236328,25.915000915527344,25.954999923706055,23.96681785583496,7157600,Technology,SMH
2016-03-09,26.084999084472656,26.219999313354492,25.969999313354492,26.139999389648438,24.13764762878418,3137000,Technology,SMH
2016-03-10,26.30500030517578,26.524999618530273,25.895000457763672,26.280000686645508,24.266923904418945,5354400,Technology,SMH
