Date,BNO,BOTZ,CORN,GLD,HACK,IHI,KBE,KIE,KRE,PALL,PJP,PPLT,QQQ,SKYY,SLV,SMH,SOYB,SPY,UNG,USO,WEAT,XBI,XLF,XLV
2018-01-01,0.0,0.0031446460404842,0.0011897668308904,0.0030144694164009,0.0040752387459404,0.0039453293165261,0.0006855873126896,-0.0031962079620878,0.0006364086882522,0.0070388201370978,0.0054335401237355,0.0044252795015713,0.0043436928978968,0.0020080263084509,0.0034161385275375,0.0064587879302808,0.0009768574144837,0.0017829506875273,0.0076013641408796,0.0012458360907907,0.0033112551411966,0.0067991524668509,8.95596354604233e-05,0.0027963205846881
2018-01-02,0.0,0.0031347882410541,0.0011883529679457,0.0030054097007743,0.0040586985802282,0.0039298248632841,0.0006851176047522,-0.0032064564637674,0.0006360039298256,0.0069896214488929,0.0054041763148928,0.0044057826817811,0.0043249068308117,0.0020040022192724,0.0034045082557176,0.00641733969412,0.0009759040953325,0.0017797774321308,0.0075440193030711,0.0012442859144914,0.0033003269167259,0.0067532361843885,8.95516152503717e-05,0.0027885229804769
2018-01-03,0.0193370372427199,0.0204166571299235,-0.0005934853801448,-0.0026368503957744,0.0099502393141326,0.0105520412743032,0.0021065614398485,0.0016496583731504,0.0018644171246027,-0.0097654061547924,0.0112838951373606,0.0138811766533926,0.009716658670942,0.0112432531408361,-0.002467551538422,0.0141476350511873,0.0038997042812802,0.0063251563661177,-0.0166389979469818,0.0223695496760825,0.0016447745077832,0.0133012690550058,0.0053724791590397,0.0095682698949624
2018-01-04,0.0016259500301556,0.0128624147407754,-0.0035629136222521,0.0051273785548244,0.0046182736451041,0.0,0.0067269223644548,0.0102107858929583,0.0054136303759093,0.013922483197887,-0.0042219357748086,0.0072288719677338,0.0017496643218939,0.0049176724392814,0.0037105420939573,0.0051085238077357,-0.003329709864972,0.0042148265083532,-0.0406090993764165,0.0024310966450757,-0.0032840690353701,-0.0115424266239528,0.0092625661456553,0.001421574599947
2018-01-05,-0.0032467244279553,0.0126990739843646,-0.0011919223447701,-0.0010361649479245,0.0027582025633408,0.0113961644143292,0.0056379298643722,0.0016302327008856,0.0065623319475984,-0.0044817508190487,0.0080254205322438,0.0046759494286292,0.0100430455671556,0.0040425239725314,-0.0006161570649346,0.0064510182568557,0.0027840282270619,0.0066640704458234,-0.0264550429187077,-0.0048504014953489,-0.0082372634795458,-0.0035489131540807,0.0028238589453406,0.0085177005926972
2018-01-06,0.0007238329354513,0.0033439495403038,-0.0035799582879399,-5.32042665194465e-05,0.0029543305828341,0.001905718240946,-0.0001384306328006,-0.0010850529118514,-0.0006129533651663,0.0019157039123618,-0.0035551504067272,0.0012627574284131,0.0012969468254628,0.0020484631204829,-0.0014385470157735,0.0022984010749269,-0.0024060904398132,0.0006095627916087,0.0033212456840983,0.0018954696029813,-0.0011074186594618,-0.0066253191587646,-0.0004693066806704,-0.0012121116660557
2018-01-07,0.0007233093802991,0.0033328048091942,-0.003592820435234,-5.32070973641163e-05,0.0029456282232882,0.0019020933868825,-0.0001384497984939,-0.0010862315305365,-0.0006133293074291,0.001912041007922,-0.0035678345953398,0.0012611648830884,0.0012952669331258,0.002044275497518,-0.0014406194145328,0.0022931305412259,-0.0024118936741241,0.0006091914511667,0.0033102515255056,0.0018918835951347,-0.0011086463951666,-0.0066695067697456,-0.0004695270328436,-0.0012135826637601
2018-01-08,0.0007227865819847,0.0033217341177518,-0.0036057753385554,-5.32099285098786e-05,0.0029369769810021,0.0018984822962617,-0.0001384689694947,-0.0010874127125116,-0.0006137057111279,0.0019083920839986,-0.0035806096182082,0.0012595763496288,0.0012935913869771,0.0020401049609342,-0.001442697792983,0.0022878841242659,-0.0024177249696845,0.0006088205628849,0.0032993299136261,0.0018883111302845,-0.0011098768561422,-0.0067142877573976,-0.0004697475920368,-0.0012150572361574
2018-01-09,0.013001174992943,0.0033107367305988,0.0054282360073603,-0.0046284750854692,-0.0021205603872617,0.0093823992788562,0.0130868524325471,0.0016328946992216,0.0135655901140627,0.0028571719215029,0.014272736603323,-0.0069010071640129,6.14857376086686e-05,-0.0021061178408845,-0.0074302745956155,-0.0093557216227622,0.0016778908307411,0.002263416642797,0.0448430508615484,0.0153473003737434,0.0099999904632568,0.0255538666928045,0.0077546459938855,0.0117730159083739
2018-01-10,0.0048128421880204,0.0032998119220644,0.0011997875028275,0.0024051584565807,-0.0024285980477412,-0.0030072888271271,0.0135329063198121,0.0022823506569966,0.012227327464843,-0.0169990585341909,0.0011975179342158,0.0046688416102049,-0.0023376284972908,-0.0031659249155199,-0.0006238445697739,-0.0132411705040815,-0.0111669885339699,-0.0015298805808321,-0.0133046985447665,0.008751043199854,0.0082508566348153,0.0125728483367195,0.0083945354962313,-0.001745421475653
